"year","CORP_CFC","CORP_COMP","CORP_COMPENSATION_SHARE_GVA","CORP_COMPENSATION_SHARE_NVA","CORP_DIVIDENDS_NET","CORP_GVA","CORP_NET_INT","CORP_NOS","CORP_NVA","CORP_PAT","CORP_PBT","CORP_TAX","CORP_TRANSFERS_NET","CORP_UNDISTRIBUTED","I_current_ME","I_current_NRC","I_real_ME_guardian","I_real_NRC_guardian","K_current_capacity_refrozen","K_current_ME_refrozen","K_current_NRC_refrozen","K_real_capacity_refrozen","K_real_ME_refrozen","K_real_NRC_refrozen","NFC_CFC","NFC_COMP","NFC_COMPENSATION_SHARE_GVA","NFC_COMPENSATION_SHARE_NVA","NFC_DIVIDENDS_NET","NFC_GVA","NFC_NET_INT","NFC_NOS","NFC_NVA","NFC_PAT","NFC_PBT","NFC_RETAINED","NFC_TAX","NFC_TRANSFERS_NET","NFC_UNDISTRIBUTED","P_Y_NFC_GVA_IMPLICIT_SOURCE","pKN_capacity","pKN_ME","pKN_NRC","Y_REAL_NFC_GVA_BASELINE","Y_NFC_real","NFC_GVA_nominal","NFC_NVA_nominal","NFC_GOS","NFC_TAX_PROD_IMPORTS_NET_SUBSIDIES","NFC_NET_INTEREST","NFC_CURRENT_TRANSFERS_NET","NFC_RETAINED_EARNINGS_OR_NET_SAVING_IF_AVAILABLE","Y_CORP_GVA_raw_nominal","Y_CORP_NVA_raw_nominal","CORP_GVA_nominal_raw","CORP_NVA_nominal_raw","CORP_GOS_raw","CORP_NOS_raw","CORP_TAX_PROD_IMPORTS_NET_SUBSIDIES","CORP_NET_INTEREST","CORP_CURRENT_TRANSFERS_NET","CORP_PROFITS_BEFORE_TAX","CORP_TAXES_ON_CORPORATE_INCOME_OR_PROFITS","CORP_PROFITS_AFTER_TAX","CORP_UNDISTRIBUTED_PROFITS_OR_RETAINED_EARNINGS","omega_NFC_GVA","omega_NFC_NVA","omega_CORP_raw_GVA","omega_CORP_raw_NVA","NFC_GOS_share_GVA","NFC_NOS_share_GVA","NFC_NOS_share_NVA","CORP_GOS_raw_share_GVA","CORP_NOS_raw_share_GVA","CORP_NOS_raw_share_NVA","CORP_PBT_share_GVA","CORP_profit_share_GVA","ln_Y_NFC","ln_K_ME","ln_K_NRC","ln_K_capacity","c_ME_NRC","ME_share_capacity","NRC_share_capacity","d_ln_Y_NFC","d_ln_K_ME","d_ln_K_NRC","d_ln_K_capacity","d_c_ME_NRC","omega_NFC","d_omega_NFC","omega_c_NFC","d_omega_c_NFC","omega_c_CORP_raw","s_ME_lag","s_NRC_lag","growth_contribution_ME","growth_contribution_NRC","growth_contribution_capacity_sum","growth_weight_guard_status","w_growth_ME_capacity","w_growth_NRC_capacity"
"1990","454688","2234926","0.644565927434182","0.741847949660216","168590","3467335","116018","493252","3012647","139894","238347","121816","33991","52837","44323","22632","17129.3961396862","149912.242264745","738210.729431307","329862.444690589","408348.284740718","2832341.77660274","127481.09303771","2704860.68356503","402624","2037523","0.644643570706082","0.738748756831309","118299","3160697","169679","457022","2758073","207750","329566","39160","98453","24867","45724","66.9767472414208","26.0636175877318","258.754013501447","15.0968324254879","4719096","4719096","3160697","2758073","1024721","98453","169679","24867","39160","3467335","3012647","3467335","3012647","1110593","493252","121816","116018","33991","238347","121816","139894","52837","0.644643570706082","0.738748756831309","0.644565927434182","0.741847949660216","0.324207287190136","0.144595321854642","0.165703373333483","0.320301614929045","0.142256805298594","0.16372711439475","0.0687406898958422","0.0403462601681118","15.3671278137947","11.7557233426843","14.8105609656332","14.8566144103427","-3.05483762294898","0.0450090783855251","0.954990921614475","0.0177407404912913","0.101022666832861","0.0320874544837508","0.0350901410217865","0.0689352123491105","0.644643570706082","0.00401921739060351","-1.96928143318511","0.0318835193321876","-1.96904424559694","0.042137230529546","0.957862769470456","0.0042568154010458","0.0307353780170628","0.0349921934181086","OK","0.121650430717009","0.878349569282991"
"1991","479628","2277820","0.640791606148147","0.74073785011003","177803","3554697","83390","489313","3075069","143815","232413","117813","33652","76655","39444","17974","15485.9126479108","115863.122635963","777153.098242267","349955.054107376","427198.044134891","2891177.32096253","137394.113137656","2753783.20782487","423556","2071121","0.640968458828616","0.737662505106527","125492","3231237","156685","450831","2807681","231186","348999","53383","88598","26093","53963","68.7113619970468","26.8801602934385","254.708914461825","15.5131327303111","4702624","4702624","3231237","2807681","1071518","88598","156685","26093","53383","3554697","3075069","3554697","3075069","1159064","489313","117813","83390","33652","232413","117813","143815","76655","0.640968458828616","0.737662505106527","0.640791606148147","0.74073785011003","0.331612320606628","0.139522727673643","0.160570591887041","0.326065484624991","0.137652520031946","0.1591226083057","0.0653819439462773","0.0404577380294298","15.3636312087624","11.8306088131484","14.8284862361544","14.8771743546286","-2.99787742300597","0.0475218562837629","0.952478143716236","-0.00349660503231952","0.0748854704641513","0.0179252705211468","0.0205599442859246","0.0569601999430045","0.640968458828616","-0.00367511187746583","-1.92154487158124","0.0477365616038667","-1.92101468892327","0.0450090783855251","0.954990921614475","0.00337052601005791","0.0171184706151787","0.0204889966252367","OK","0.164504200557404","0.835495799442596"
"1992","494348","2420482","0.646778708116392","0.745218390174682","178473","3742365","59484","501640","3248017","162628","257058","131914","33956","97813","39857","16869","15945.8027681857","103611.712146931","821529.053917533","367596.046308083","453933.00760945","2935184.91748745","147066.112672643","2788118.80481481","436252","2188674","0.648208483525974","0.744384906699952","134266","3376497","131318","449070","2940245","261676","393590","83203","94429","30693","58363","69.1332931616639","27.9890050205345","249.952922279465","16.2809779420286","4884039","4884039","3376497","2940245","1093394","94429","131318","30693","83203","3742365","3248017","3742365","3248017","1189969","501640","131914","59484","33956","257058","131914","162628","97813","0.648208483525974","0.744384906699952","0.646778708116392","0.745218390174682","0.323824958233341","0.132998785427619","0.152732170278327","0.317972458592361","0.134043579394313","0.15444500444425","0.0686886500915865","0.0434559429665466","15.4014830994388","11.8986375107278","14.8408776628724","14.8922810135143","-2.94224015214462","0.0501045476884411","0.94989545231156","0.0378518906764818","0.0680286975794022","0.0123914267180467","0.015106658885701","0.0556372708613555","0.648208483525974","0.00724002469735807","-1.90718502719089","0.0143598443903477","-1.90297828457227","0.0475218562837629","0.952478143716236","0.00323284998953992","0.0118025631184009","0.0150354131079408","OK","0.215015707671678","0.784984292328322"
"1993","517188","2515738","0.64195609798046","0.739558599807448","201111","3918863","56643","542179","3401675","201057","309098","155047","31750","97629","48521","14580","19849.2925315943","84191.0570699772","876019.796351299","390974.107510883","485045.688840416","2960800.25599836","159942.2813269","2800857.97467146","455844","2271015","0.64244868931149","0.737559968977867","149182","3534936","117538","488755","3079092","280118","435165","79007","108041","29521","84474","70.0270069439918","29.5872642734527","244.446999422114","17.3177538178212","5047961","5047961","3534936","3079092","1155880","108041","117538","29521","79007","3918863","3401675","3918863","3401675","1248078","542179","155047","56643","31750","309098","155047","201057","97629","0.64244868931149","0.737559968977867","0.64195609798046","0.739558599807448","0.326987532447546","0.138264172250926","0.158733483767292","0.318479620236788","0.138351098264981","0.159385890774398","0.0788744082148317","0.0513049320683065","15.4344949573413","11.9825682874261","14.8454363477341","14.9009701465166","-2.86286806030793","0.054019949843921","0.945980050156079","0.0330118579024941","0.0839307766983239","0.0045586848616388","0.00868913300232599","0.0793720918366851","0.64244868931149","-0.00575979421448414","-1.83924583301656","0.067939194174335","-1.83783560902817","0.0501045476884411","0.94989545231156","0.00420531360360907","0.00433027401859224","0.00853558762220132","OK","0.492680034432653","0.507319965567347"
"1994","547584","2649014","0.629206773734972","0.723280075554928","220391","4210085","49055","637379","3662501","265509","397865","172671","32199","163063","54567","16725","22727.9724727291","89931.7479988905","944032.591180285","420075.531279172","523957.059901113","2992329.43859411","174967.748114796","2817361.69047931","482344","2398673","0.628488369808008","0.719408163381601","157976","3816575","116971","584811","3334231","360384","533055","139993","132356","34651","142858","71.020647035344","31.5484177311647","240.087407996793","18.5974368030813","5373895","5373895","3816575","3334231","1285546","132356","116971","34651","139993","4210085","3662501","4210085","3662501","1388400","637379","172671","49055","32199","397865","172671","265509","163063","0.628488369808008","0.719408163381601","0.629206773734972","0.723280075554928","0.336832369336381","0.153229269698617","0.175396065839469","0.329779565020659","0.151393380418685","0.174028348388164","0.0945028425791878","0.0630649975000505","15.4970635294479","12.0723569394341","14.8513114342428","14.9115627184972","-2.77895449480872","0.0584720872836118","0.941527912716387","0.0625685721065707","0.0897886520079396","0.00587508650872515","0.0105925719805757","0.0839135654992145","0.628488369808008","-0.0139603195034812","-1.74654058021297","0.092705252803589","-1.74853699203489","0.054019949843921","0.945980050156079","0.00485037847802218","0.00555771463019512","0.0104080931082173","OK","0.466019896977358","0.533980103022642"
"1995","590428","2787890","0.623099115110705","0.717824586410643","250774","4474232","50534","711162","3883804","311697","452020","194449","36897","178507","58101","16293","24862.466277776","83209.3931288672","1000364.39566816","447145.634402019","553218.761266139","3016665.2839109","191341.685282094","2825323.5986288","520836","2524557","0.624660582765844","0.717071279451238","178025","4041486","126463","637426","3520650","408332","602781","157558","140323","30162","162453","71.9202021994151","33.1612658853307","233.689608065694","19.580722064355","5619403","5619403","4041486","3520650","1376606","140323","126463","30162","157558","4474232","3883804","4474232","3883804","1491893","711162","194449","50534","36897","452020","194449","311697","178507","0.624660582765844","0.717071279451238","0.623099115110705","0.717824586410643","0.340618772402032","0.157720699762414","0.181053498643716","0.33344113581951","0.158946161039481","0.183109652289353","0.101027394198602","0.0696649167946588","15.5417359884693","12.161816036981","14.8541334641897","14.9196625686358","-2.69231742720868","0.0634282120401613","0.936571787959837","0.0446724590213989","0.0894590975469587","0.00282202994691794","0.00809985013859738","0.0866370676000408","0.624660582765844","-0.00382778704216447","-1.68178457307081","0.0647560071421589","-1.67758060649086","0.0584720872836118","0.941527912716387","0.00523086016007891","0.00265701996554478","0.0078878801256237","OK","0.663151578975766","0.336848421024234"
"1996","626332","2953697","0.619197078532264","0.712786564646166","283461","4770205","46413","791760","4143873","335991","488919","211386","43745","206755","64435","19857","29060.6383981939","96063.4878809788","1055955.95506132","467984.281633946","587971.673427377","3055532.63954451","211064.203997868","2844468.43554664","554164","2667703","0.620922242011602","0.712871760722058","197550","4296356","119960","702808","3742192","439459","650845","155998","152928","37319","195052","72.522827352412","34.5588177129973","221.726030643582","20.6707047995202","5924143","5924143","4296356","3742192","1475725","152928","119960","37319","155998","4770205","4143873","4770205","4143873","1605122","791760","211386","46413","43745","488919","211386","335991","206755","0.620922242011602","0.712871760722058","0.619197078532264","0.712786564646166","0.343482942288768","0.163582347459103","0.187806504850633","0.336489102669592","0.165980288058899","0.19106763165763","0.102494337245464","0.0704353376846488","15.5945465931737","12.2599176505232","14.8608867664499","14.932464485487","-2.60096911592667","0.069076075727776","0.930923924272223","0.0528106047043906","0.0981016135421484","0.00675330226014559","0.0128019168512079","0.0913483112820028","0.620922242011602","-0.00373834075424162","-1.61499957486413","0.0667849982066839","-1.61051247793444","0.0634282120401613","0.936571787959837","0.00622240994523335","0.00632495237241776","0.0125473623176511","OK","0.49591378551968","0.50408621448032"
"1997","670056","3176578","0.617632293335957","0.71015166669722","312727","5143154","62911","879591","4473098","365745","527104","224762","34368","244823","65838","23585","31900.8733418789","106073.644800147","1118822.7275713","480236.336215286","638586.391356011","3104736.93669659","232691.736319023","2872045.20037757","594612","2862551","0.621030977666497","0.713010129420553","215946","4609353","127945","763291","4014741","484712","709474","171985","161359","38487","219553","72.8995575119067","36.0359911446061","206.383064483595","22.2345522720903","6322882","6322882","4609353","4014741","1585443","161359","127945","38487","171985","5143154","4473098","5143154","4473098","1741814","879591","224762","62911","34368","527104","224762","365745","244823","0.621030977666497","0.713010129420553","0.617632293335957","0.71015166669722","0.343962156944803","0.165596125963883","0.190122102521682","0.338666506972181","0.171021711580093","0.196640225633331","0.10248652869426","0.0711129785341835","15.6596856748391","12.357469836494","14.8705349473194","14.9484395472796","-2.5130651108254","0.0749473276040594","0.925052672395942","0.0651390816654054","0.0975521859708373","0.00964818086956498","0.0159750617925702","0.0879040051012723","0.621030977666497","0.000108735654894443","-1.56069128271546","0.0543082921486635","-1.55215016770167","0.069076075727776","0.930923924272223","0.00673852218553165","0.00898172239718362","0.0157202445827153","OK","0.428652502833244","0.571347497166756"
"1998","714988","3447481","0.629740616676098","0.724343192018923","344361","5474446","95975","881203","4759458","327736","486404","221805","52822","166239","82801","22494","43402.7275414712","93838.9658845275","1196906.37192914","505143.695243892","691762.676685251","3150636.13116808","264786.828347032","2885849.30282105","634096","3093832","0.634609294105485","0.729491544606563","241033","4875176","148275","744345","4241080","430227","652032","85866","158668","34106","162263","73.1168552638486","37.9893558665372","190.773724809999","23.9708523937484","6667650","6667650","4875176","4241080","1622676","158668","148275","34106","85866","5474446","4759458","5474446","4759458","1805160","881203","221805","95975","52822","486404","221805","327736","166239","0.634609294105485","0.729491544606563","0.629740616676098","0.724343192018923","0.33284459884115","0.1526806416835","0.175508361077839","0.329742954812231","0.160966607397351","0.185147762623391","0.0888499037162847","0.0598665143468398","15.7127780319731","12.4866803599159","14.8753298003279","14.963114936816","-2.38864944041195","0.0840423385384284","0.915957661461572","0.0530923571340054","0.129210523421916","0.0047948530084625","0.0146753895363556","0.124415670413454","0.634609294105485","0.0135783164389878","-1.51585913524529","0.0448321474701752","-1.50422957162804","0.0749473276040594","0.925052672395942","0.00968398342879433","0.00443549158922395","0.0141194750180183","OK","0.685860020746969","0.314139979253031"
"1999","769632","3684312","0.635000562731071","0.732114054664259","333669","5802061","95329","894212","5032429","323090","489554","227386","53845","183984","89023","22425","49732.5710518119","87113.1722121046","1284916.59424088","540581.31305805","744335.281182827","3193473.57069305","301994.973893727","2891478.59679933","679076","3309975","0.640439844250045","0.737318253019241","224667","5168284","158279","754597","4489208","448607","675993","114938","166463","45602","159586","73.7944346804504","40.2357046581733","179.003413893995","25.742375613873","7003623","7003623","5168284","4489208","1691846","166463","158279","45602","114938","5802061","5032429","5802061","5032429","1890363","894212","227386","95329","53845","489554","227386","323090","183984","0.640439844250045","0.737318253019241","0.635000562731071","0.732114054664259","0.32735159290782","0.146005327880589","0.168091342615446","0.325808880671885","0.154119717114315","0.177689938596252","0.0843758795365992","0.0556853849002966","15.7619381445543","12.6181656534825","14.8772785544432","14.9766197759806","-2.25911290096064","0.0945662981729916","0.905433701827011","0.0491601125811645","0.131485293566564","0.00194875411525608","0.0135048391646002","0.129536539451308","0.640439844250045","0.00583055014456046","-1.4468259144345","0.0690332208107876","-1.43453796338303","0.0840423385384284","0.915957661461572","0.0110503315547458","0.00178497626217357","0.0128353078169194","OK","0.860932336985278","0.139067663014722"
"2000","838608","4008927","0.644917063345876","0.745488771719334","383651","6216190","135807","888960","5377582","286114","451199","233448","72406","63648","85914","22704","50540.0307598228","82625.6238393211","1369997.50902592","575522.686114048","794474.822911871","3229854.43751906","338558.724528945","2891295.71299011","737452","3597328","0.652779358011841","0.753629904458832","251327","5510787","196220","726139","4773335","407311","640759","23660","165085","45439","68067","75.0767451317777","42.4166951027754","169.991982015765","27.4781586450126","7340205","7340205","5510787","4773335","1748374","165085","196220","45439","23660","6216190","5377582","6216190","5377582","1973815","888960","233448","135807","72406","451199","233448","286114","63648","0.652779358011841","0.753629904458832","0.644917063345876","0.745488771719334","0.317263940703932","0.131766842013672","0.152124039062836","0.317528100009813","0.143007211813024","0.165308497387859","0.0725844930737317","0.0460272288974436","15.808877329356","12.7324528408637","14.8772153032078","14.9879476283998","-2.14476246234418","0.104821666449155","0.895178333550844","0.0469391848017349","0.114287187381155","-6.325123530182E-05","0.0113278524192229","0.114350438616457","0.652779358011841","0.0123395137617961","-1.40005666325693","0.0467692511775684","-1.38319390878948","0.0945662981729916","0.905433701827011","0.0108077162392389","-5.72698001244581E-05","0.0107504464391144","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","1.00532720203285","-0.00532720203284654"
"2001","888584","4013811","0.647118229424371","0.755326345890645","362060","6202593","127588","830788","5314009","218833","325044","170148","84817","86176","79235","22169","50061.5730642912","75820.5097714779","1433343.89303563","590356.509572148","842987.383463483","3256106.99613893","372993.948860049","2883113.04727889","781460","3582304","0.654881386402621","0.764029750696195","245419","5470157","224069","664885","4688697","378564","548712","16504","106211","55199","33988","76.3535085523944","44.0201717798364","158.275090353719","29.2387904892978","7164251","7164251","5470157","4688697","1781642","106211","224069","55199","16504","6202593","5314009","6202593","5314009","2018634","830788","170148","127588","84817","325044","170148","218833","86176","0.654881386402621","0.764029750696195","0.647118229424371","0.755326345890645","0.32570216906023","0.121547699636409","0.141805921773149","0.325450017436256","0.133942046495716","0.156339215834975","0.0524045346841232","0.0352808897827086","15.7846140778416","12.829317475599","14.8743811875337","14.9960428667867","-2.04506371193462","0.11455211677698","0.885447883223023","-0.0242632515144425","0.0968646347353825","-0.0028341156741778","0.00809523838690751","0.0996987504095603","0.654881386402621","0.00210202839077944","-1.33927415895343","0.0607825043034962","-1.32339800832717","0.104821666449155","0.895178333550844","0.0101535124329515","-0.0025370389463008","0.00761647348665067","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","1.33309890079017","-0.333098900790169"
"2002","914587","3972742","0.630740139778425","0.737885713341108","379443","6298540","78483","913682","5383953","278627","369703","160674","61611","233472","80577","16039","53888.0255730432","51729.5960819377","1495852.79877414","612263.184152707","883589.614621433","3259254.40381246","409467.392991224","2849787.01082123","805024","3540451","0.638661211919941","0.747162620965836","254719","5543551","200347","731045","4738528","489425","650099","109981","91076","51994","132910","76.5907687937524","45.8955519711622","149.526725359015","31.0054615052374","7237884","7237884","5543551","4738528","1912024","91076","200347","51994","109981","6298540","5383953","6298540","5383953","2165124","913682","160674","78483","61611","369703","160674","278627","233472","0.638661211919941","0.747162620965836","0.630740139778425","0.737885713341108","0.344909607578247","0.131873053932398","0.15427681339015","0.343750138921083","0.145062506549137","0.169704676099513","0.058696618581449","0.0442367596300095","15.7948394564507","12.9226125527099","14.862754816407","14.9970090166977","-1.94014226369714","0.125632228190673","0.874367771809325","0.0102253786091779","0.0932950771108043","-0.011626371126674","0.000966149911002745","0.104921448237478","0.638661211919941","-0.0162201744826798","-1.23909360942992","0.10018054952352","-1.22372560259437","0.11455211677698","0.885447883223023","0.0106871485679142","-0.0102945457036787","0.000392602864235493","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","27.2212699943621","-26.2212699943621"
"2003","932541","4040875","0.619295933302171","0.722564283120208","422953","6524950","58798","1027260","5592409","387276","513769","213763","50318","281428","78275","14910","54968.5505159109","45490.9239247779","1554626.14310088","633827.735601863","920798.407499015","3254492.65458942","445104.974804426","2809387.679785","818191","3594306","0.626869045229268","0.731211062358816","294880","5733743","174198","830127","4915552","617898","831661","194945","126492","61635","172921","77.4565840709758","47.7686173575649","142.399607166907","32.775768688837","7402525","7402525","5733743","4915552","2012945","126492","174198","61635","194945","6524950","5592409","6524950","5592409","2270312","1027260","213763","58798","50318","513769","213763","387276","281428","0.626869045229268","0.731211062358816","0.619295933302171","0.722564283120208","0.351069972965304","0.144779248040939","0.168877676403383","0.347943202629905","0.157435689162369","0.183688281740481","0.0787391474264171","0.0593530984911762","15.8173317161896","13.0060654317656","14.8484771100148","14.9955469549908","-1.84241167824918","0.136766317225128","0.863233682774874","0.0224922597388666","0.0834528790557751","-0.0142777063921908","-0.00146206170690455","0.097730585447966","0.626869045229268","-0.0117921666906726","-1.15495084966332","0.0841427597665996","-1.14099805980814","0.125632228190673","0.874367771809325","0.0104843711447038","-0.0124839663246877","-0.00199959517998385","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","-5.24324685799078","6.24324685799078"
"2004","973014","4240204","0.609224012386193","0.708235885988862","517519","6960008","-2596","1177419","5986994","545865","725099","278512","54603","329382","86926","16140","61973.1956589678","43675.1192548151","1703665.18449118","681290.118168826","1022375.06632235","3252284.95310165","485720.334466074","2766564.61863558","851954","3761333","0.613230053731544","0.71214600332318","367055","6133641","162335","988613","5281688","814910","1093422","297391","179234","62538","217451","78.9527909591575","52.3836382438267","140.263865814416","36.9546787172667","7768745","7768745","6133641","5281688","2193074","179234","162335","62538","297391","6960008","5986994","6960008","5986994","2441292","1177419","278512","-2596","54603","725099","278512","545865","329382","0.613230053731544","0.71214600332318","0.609224012386193","0.708235885988862","0.357548477323665","0.16117881695391","0.187177470535935","0.350759941655239","0.169169202104365","0.196662799394822","0.104180771056585","0.0784287891623113","15.8656191906368","13.093388293766","14.8331168985879","14.9948683697661","-1.7397286048219","0.149347410042546","0.850652589957455","0.0482874744471662","0.087322862000411","-0.0153602114268665","-0.00067858522469777","0.102683073427277","0.613230053731544","-0.0136389914977244","-1.06685386581324","0.088096983850078","-1.05988444109263","0.136766317225128","0.863233682774874","0.0119428262453543","-0.0132594518782147","-0.00131662563286037","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","-9.07078363605033","10.0707836360503"
"2005","1042069","4442988","0.593551234778269","0.68954467114621","318392","7485433","24285","1384109","6443365","781851","1044392","379749","55496","606188","90548","17989","67120.2895866276","42800.4242764404","1858323.16882326","714076.173957482","1144246.99486577","3251777.23085097","529321.460252433","2722455.77059854","913610","3928746","0.597479837743853","0.69388947457567","175995","6575529","174978","1157510","5661919","1100756","1480504","782364","262541","79314","464682","81.6233712792512","57.1479236398044","134.904066352598","42.0299571887704","8055939","8055939","6575529","5661919","2384242","262541","174978","79314","782364","7485433","6443365","7485433","6443365","2662696","1384109","379749","24285","55496","1044392","379749","781851","606188","0.597479837743853","0.69388947457567","0.593551234778269","0.68954467114621","0.36259318451793","0.176032985330914","0.204437753348291","0.355717030664759","0.184907005379649","0.21481151541159","0.139523258039982","0.104449669110658","15.9019201413558","13.179351201616","14.8170448877798","14.9947122451051","-1.63769368616384","0.162779127435465","0.837220872564536","0.0363009507190721","0.0859629078499164","-0.0160720108081414","-0.000156124660973589","0.102034918658058","0.597479837743853","-0.0157502159876908","-0.978488957883305","0.0883649079299325","-0.972055109611123","0.149347410042546","0.850652589957455","0.0128383376471111","-0.0136716976197697","-0.000833359972658609","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","-15.4055127055765","16.4055127055765"
"2006","1119303","4681230","0.583017283165839","0.677456033729604","637938","8029316","71332","1574260","6910013","914468","1210550","430147","46542","388300","94601","21407","72114.0394449534","45506.6512675997","2016176.72067054","755081.451686158","1261095.26898438","3256411.91679742","575596.173307346","2680815.74349007","984445","4127501","0.587831471357126","0.683686296478441","472789","7021572","183070","1297836","6037127","1223747","1653895","585809","296082","68525","277370","83.91778185401","61.9140567036552","131.182500284444","47.0414750453009","8367204","8367204","7021572","6037127","2597989","296082","183070","68525","585809","8029316","6910013","8029316","6910013","2917939","1574260","430147","71332","46542","1210550","430147","914468","388300","0.587831471357126","0.683686296478441","0.583017283165839","0.677456033729604","0.370001048198324","0.184835532555958","0.214975765790582","0.363410656648711","0.196064023386301","0.227823015673053","0.150766267014525","0.113891145895865","15.9398303364793","13.2631616057928","14.8016316880715","14.9961365081758","-1.53847008227872","0.176757789866285","0.823242210133713","0.037910195123418","0.0838104041768659","-0.0154131997082523","0.00142426307065335","0.0992236038851182","0.587831471357126","-0.00964836638672673","-0.904361132104822","0.0741278257784835","-0.896954647602066","0.162779127435465","0.837220872564536","0.0136425844619239","-0.0129042525087544","0.000738331953169443","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","18.4775755720178","-17.4775755720178"
"2007","1188944","4894238","0.596912305967198","0.698148185659016","677861","8199258","113396","1439784","7010314","853000","1130620","391782","68360","188385","98767","26008","78690.2123888812","51250.4573149046","2127837.11847362","785670.601896932","1342166.51657669","3270790.50741909","625964.001447545","2644826.50597155","1047219","4307101","0.593479839175833","0.693558511004891","483318","7257367","261873","1271768","6210148","1084600","1476382","406740","277620","59077","189881","85.7490754703761","65.0557445867315","125.51370367626","50.7468642478559","8463493","8463493","7257367","6210148","2672646","277620","261873","59077","406740","8199258","7010314","8199258","7010314","2913238","1439784","391782","113396","68360","1130620","391782","853000","188385","0.593479839175833","0.693558511004891","0.596912305967198","0.698148185659016","0.368266617907018","0.175238209670256","0.204788678144225","0.355305077605803","0.175599304229724","0.205380814611157","0.137892965436629","0.104033804034463","15.95127253053","13.3470481427539","14.7881160279177","15.0005422590458","-1.44106788516387","0.191380034896053","0.808619965103948","0.0114421940506944","0.0838865369610495","-0.0135156601538018","0.00440575087006856","0.0974021971148513","0.593479839175833","0.00564836781870703","-0.855244736728514","0.0491163953763081","-0.860191154388442","0.176757789866285","0.823242210133713","0.0148275988727716","-0.011126661936432","0.00370093693633962","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","4.00644461870692","-3.00644461870692"
"2008","1256741","4940328","0.609256031850876","0.721000308375001","660852","8108788","176513","1226760","6852047","703039","910245","255918","94819","38657","78728","26132","63946.5462146714","46773.3177123545","2266288.49893886","811238.500646113","1455049.99829275","3263300.22606055","658925.671586823","2604374.55447373","1108750","4364267","0.595584591788177","0.701768770402349","491168","7327703","325645","1217245","6218953","792634","1048553","131782","207206","46320","146906","87.5086386636431","69.447747431891","123.115327817247","55.8694599359105","8373691","8373691","7327703","6218953","2756230","207206","325645","46320","131782","8108788","6852047","8108788","6852047","2912542","1226760","255918","176513","94819","910245","255918","703039","38657","0.595584591788177","0.701768770402349","0.609256031850876","0.721000308375001","0.376138334209233","0.166115493490934","0.195731500141583","0.359183394608417","0.151287714020887","0.179035549522646","0.112254137116422","0.0867008731761146","15.9406053249521","13.3983660174221","14.7727031100904","14.9982495805554","-1.37433709266836","0.201920027561263","0.798079972438738","-0.0106672055778958","0.0513178746682055","-0.015412917827307","-0.00229267849040937","0.0667307924955125","0.595584591788177","0.00210475261234366","-0.818533996316236","0.0367107404122782","-0.837323163504595","0.191380034896053","0.808619965103948","0.00982121664479245","-0.012463193075667","-0.00264197643087458","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","-3.7173748145593","4.7173748145593"
"2009","1263659","4607471","0.589391374581907","0.703035913574027","516582","7817337","117315","1290752","6553678","605918","767354","203933","96549","356373","49795","19351","41370.8524389923","35005.9505987863","2213276.22770181","802395.348110177","1410880.87959164","3218931.74982684","666648.851177828","2552282.89864901","1114626","4094885","0.593114751011546","0.707306220721321","367793","6904035","301527","1086020","5789409","952967","1156900","436385","161436","60532","194733","88.7351298078863","68.7580973974013","120.362518692189","55.2791730234314","7780498","7780498","6904035","5789409","2647714","161436","301527","60532","436385","7817337","6553678","7817337","6553678","3005933","1290752","203933","117315","96549","767354","203933","605918","356373","0.593114751011546","0.707306220721321","0.589391374581907","0.703035913574027","0.383502401132092","0.157302215298735","0.187587368589782","0.384521352987597","0.165114027961184","0.196950780920271","0.0981605372775921","0.0775095150688783","15.8671309043888","13.4100187262658","14.7524987710056","14.9845601077657","-1.34248004473981","0.20710251194785","0.792897488052149","-0.0734744205632758","0.0116527088437017","-0.0202043390848488","-0.0136894727897587","0.0318570479285505","0.593114751011546","-0.00246984077663093","-0.796244717473822","0.0222892788424138","-0.791246158917976","0.201920027561263","0.798079972438738","0.00235291529088363","-0.016124678379979","-0.0137717630890954","NEGATIVE_OR_OPPOSITE_SIGN_CONTRIBUTIONS","-0.170850694690406","1.17085069469041"
